pin,ward,community_area,census_tract,zip
16263030280000,22,,,60623
16263230070000,22,,,60623
16263250300000,22,,,60623
16264030150000,22,,,60623
17032280241009,42,,,60611
17042040050000,43,,,60610
17042191110000,43,,,60610
17044500431008,42,,,60610
17044500431015,42,,,60610
17044500431022,42,,,60610
17044500431066,42,,,60610
17044500431099,2,8,17031081100,60610
17044500431124,42,,,60610
17044500431187,42,,,60610
17051100310000,32,,,60642
12111021070000,,,17031770902,60706
12111170311002,41,,17031760803,60656
12111190201015,41,,17031760803,60656
12111200381001,41,,17031760801,60656
12111200381003,41,,17031760801,60656
12112030440000,41,,17031810400,60656
12113130200000,41,,17031760803,60656
12113270100000,,,17031770902,60706
12121040020000,41,,17031100500,60656
12121191080000,41,,17031100500,60656
12123290221019,,,17031770901,60706
12124080210000,,,17031770901,60706
12131170370000,,,17031810501,60706
12132060430000,,,17031810502,60706
12133050010000,,,17031810501,60706
12133100440000,,,17031810501,60706
12134260260000,,,17031810502,60706
12141200340000,38,,17031760802,60656
12142080130000,,,17031810501,60706
12142130200000,,,17031810501,60706
12161070390000,,,17031980000,
10361120330000,50,,17031020301,60645
10081000100000,,,,60025
10362170260000,50,,17031020302,60645
10362220130000,50,,17031020302,60645
10363150200000,50,,17031020601,60645
10364140290000,50,,17031020602,60645
10364170351008,50,,17031020601,60645
11181070320000,,,17031809300,60201
11191030351026,,,17031809800,60202
11191030351028,,,17031809800,60202
11191100280000,,,17031809800,60202
11194060261029,,,17031810100,60202
10274160400000,,,,60712
11194070351005,,,17031810000,60202
11293130140000,49,,17031010300,60626
11301040341012,,,17031810200,60202
11301070190000,,,17031810200,60202
11301070270000,,,17031810200,60202
11301180140000,,,17031810200,60202
11303000250000,49,,17031020100,60645
11304130321008,49,,17031010202,60626
11311230120000,50,,17031020400,60645
11311240191003,50,,17031020400,60645
11314000180000,50,,17031020500,60626
11321100391004,49,,17031010501,60626
11321230210000,49,,17031010502,60626
11323080170000,49,,17031830600,60626
11324000351009,49,,17031010400,60626
12012010890000,41,,17031100300,60631
12012050140000,41,,17031090300,60631
12013160330000,41,,17031810400,60631
12022060100000,,,17031810400,60068
12022190030000,,,17031810400,60068
10281110260000,,,17031807700,60077
12023001000000,,,17031805702,60068
12024170100000,,,17031810400,60631
12213021030000,,,17031811500,60131
12214110110000,,,17031811500,60131
12223060420000,,,17031811500,60131
12232070200000,38,,17031170500,60634
12232080340000,38,,17031170500,60634
12234220250000,38,,17031170600,60634
12242280080000,38,,17031170400,60634
12243090210000,38,,17031170700,60634
12243190220000,38,,17031170700,60634
12243300190000,38,,17031170700,60634
12244010320000,38,,17031170800,60634
12251000591005,,,17031810800,60707
12251040270000,,,17031810800,60707
12253320381006,,,17031810702,60707
12253320381011,,,17031810702,60707
12262060911017,,,17031811100,60171
12262060911018,,,17031811100,60171
12262060911030,,,17031811100,60171
10092000380000,,,,60077
12271140380000,,,17031811401,60131
12271230970000,,,17031811401,60131
12272230230000,,,17031811200,60131
12273000620000,,,17031811302,60131
12274270320000,,,17031811200,60171
12281100230000,,,17031811401,60131
13022180140000,50,,17031130100,60659
13024140150000,39,,17031130300,60659
13024170100000,39,,17031130300,60659
13024170430000,39,,17031130300,
13042290601015,39,,17031120200,60646
13042290601045,39,,17031120200,60646
13044170210000,39,,17031120200,60646
13051110400000,39,,17031100100,60646
13051220080000,39,,17031100100,60646
13053000280000,45,,17031100100,60646
13053060190000,45,,17031100100,60646
13053110490000,45,,17031100100,60646
13054260260000,45,,17031110100,60646
13061030491005,41,,17031100200,60631
10281190050000,,,,60077
13061200130000,41,,17031100200,60631
13064010441015,41,,17031100200,60631
13064010441018,41,,17031100200,60631
13072110080000,41,,17031100600,60656
13072250110000,45,,17031100600,60656
13072260470000,41,,17031100600,60656
13073100600000,41,,17031100700,60656
13081290030000,45,,17031110300,60630
13082100540000,45,,17031110200,60630
13083140250000,45,,17031110300,60630
10111000760000,,,,60201
13083260280000,45,,17031110300,60630
13083300200000,45,,17031110300,60630
13084130390000,45,,17031110400,60630
13093160010000,45,,17031110400,
13093220431008,45,,17031110502,60630
13094300440000,45,,17031120400,60630
13104260390000,39,,17031140400,60630
13112160351008,39,,17031831800,60625
13113130291001,39,,17031140302,60630
13113130291003,39,,17031140302,60630
10292130170000,,,,
13113140180000,39,,17031140302,60625
13114170140000,33,,17031140200,60625
13114190301005,33,,17031140200,60625
13122060090000,40,,17031040202,60625
13131230010000,33,,17031140800,60625
13131250231011,33,,17031140800,60625
13131320210000,33,,17031140800,60625
13132000170000,40,,17031040700,60625
13141030110000,35,,17031140601,60625
13141050301008,35,,17031140602,60625
10293040150000,41,,,60646
13141160300000,35,,17031140601,60625
13142150330000,33,,17031140702,60625
13142160321013,33,,17031140702,60625
13144080230000,35,,17031160501,60618
13152030221004,39,,17031140500,60630
13152030221009,39,,17031140500,60630
13152250300000,39,,17031160200,60630
13161150120000,45,,17031150300,60630
13162090190000,45,,17031150200,60630
13163200140000,38,,17031150300,60641
10122050210000,,,,60201
13164020090000,45,,17031150200,60641
13171000550000,,,17031810600,60706
13171071951003,38,,17031150501,60630
13171090560000,38,,17031150501,60630
13171220330000,38,,17031150501,60634
12282210260000,,,17031811401,60131
12294080130000,,,17031811702,60164
12314030080000,,,17031811800,60164
12321150070000,,,17031811800,60164
13012300780000,40,,17031020802,60659
12323270270000,,,17031811800,60164
12343060640000,,,17031811302,60160
12362160110000,,,17031811000,60707
12362180371005,,,17031810900,60707
12363300560000,,,17031811000,60707
12364180030000,,,17031810900,60707
13011060040000,50,,17031020702,60659
13011290070000,50,,17031020702,60659
13012030381003,50,,17031020802,60659
13012290030000,40,,17031020802,60659
10123090771008,,,,60201
13013110170000,40,,17031020701,60659
13021030641001,39,,17031130100,60659
13173030290000,38,,17031150502,60634
13173090600000,38,,17031150502,60634
13174280100000,38,,17031150402,60634
13174280170000,38,,17031150402,60634
13181100060000,,,17031810600,60706
13183000420000,,,17031810502,60706
13183190100000,,,17031810502,60706
13191240190000,38,,17031170300,60634
13193000541013,38,,17031171000,60634
13193090030000,38,,17031171000,60634
13193120060000,38,,17031171000,60634
09362180200000,41,,17031090200,60631
09363070460000,41,,17031090300,60631
09363150320000,41,,17031090300,60631
09364150120000,41,,17031090200,60631
09364230030000,41,,17031090300,60631
09364270500000,41,,17031090300,60631
10074090630000,,,17031808600,60029
10131140270000,,,,60201
10094140480000,,,17031806900,60077
10104090210000,,,17031806700,60076
09114000270000,,,17031805201,60714
09122030080000,,,17031805202,60025
09122050090000,,,17031805202,60025
09123120060000,,,17031805202,60025
09131000791009,,,17031805302,60053
09131210040000,,,17031805302,60053
09133130020000,,,17031805301,60053
09142010580000,,,17031806004,60714
09143060130000,,,17031806004,
09151000311002,,,17031806002,60016
09151000311007,,,17031806002,60016
09152200130000,,,17031806003,60016
09153071661011,,,17031806003,60016
09154120230000,,,17031806003,60016
09173040180000,,,17031806300,60016
09173230120000,,,17031806300,60016
09174020110000,,,17031806201,60016
09174020460000,,,17031806201,60016
09174030560000,,,17031806201,60016
09174080321018,,,17031806201,60016
08162020220000,,,17031805107,60007
08271000410000,,,17031770400,60007
08271020240000,,,17031770400,
08283110080000,,,17031770300,60007
08294100040000,,,17031770202,60007
08322160160000,,,17031770202,60007
08323100390000,,,17031770201,60007
10141040520000,,,,60203
08324160170000,,,17031770202,60007
08324220280000,,,17031770202,60007
08332170050000,,,17031770300,60007
09101030370000,,,17031806104,60016
09102010421050,,,17031806001,60025
09102010421107,,,17031806001,60025
09103010500000,,,17031806104,60016
09181100260000,,,17031806103,60016
09181170060000,,,17031806102,60016
09192030690000,,,17031806300,60016
09201040050000,,,17031806300,60016
09201170210000,,,17031806300,60016
09211000291009,,,17031806202,60016
09223080300000,,,17031805901,60068
09223090380000,,,17031805901,60068
09233030310000,,,17031805902,60068
09234000260000,,,17031805401,60714
09234070540000,,,17031805401,60714
09242040080000,,,17031805402,60714
09243200520000,,,17031805401,60714
09252010320000,,,17031805402,60714
09252010340000,,,17031805402,60714
09253110030000,,,17031805502,60068
09253140140000,41,,17031090100,60631
09253160080000,,,17031805502,60068
09253220500000,41,,17031090100,60631
09254200320000,41,,17031090100,60631
09254240651002,41,,17031090100,60631
09261030110000,,,17031805501,60068
09261030230000,,,17031805501,60068
10302020060000,,,,60053
09271040500000,,,17031805801,60068
10113010110000,,,17031809000,60201
10113160130000,,,17031809000,60201
10123040370000,,,17031809100,60201
10123160260000,,,17031809100,60201
10131140320000,,,17031809200,60201
10143040200000,,,17031807100,60203
10151100551021,,,17031806801,60076
10151230580000,,,17031806801,60076
10152210510000,,,17031806700,60076
10313080240000,41,,,60631
10153040300000,,,17031806802,60076
10154010290000,,,17031806802,60076
10161100540000,,,17031806900,60077
10161150410000,,,17031806900,60077
10162010460000,,,17031806900,60077
10163230310000,,,17031807000,60077
10164060091008,,,17031807000,60077
10164060091015,,,17031807000,60077
10172010460000,,,17031808500,60053
10172200110000,,,17031808500,60053
10173170430000,,,17031808500,60053
10181210110000,,,17031808400,60053
10182000460000,,,17031808400,60053
10183280100000,,,17031808400,60053
10184050370000,,,17031808400,60053
10361070310000,50,,17031020301,60645
10362070131014,50,,17031020302,60645
10362070131039,50,,17031020302,60645
10362070131061,50,,17031020302,60645
10362100431003,50,,17031020302,60645
10313120090000,41,,,60631
10364210060000,50,,17031020602,60645
11072070090000,,,17031808800,60208
11181190371004,,,17031809400,60201
11184030090000,,,17031809400,60201
11184160030000,,,17031809400,60201
11192250300000,,,17031809900,60202
11193060080000,,,17031810100,60202
11293170010000,49,,17031010300,60626
11293190181014,49,,17031010300,60626
11301150450000,,,17031810200,60202
10201000170000,,,17031808301,60053
10202100270000,,,17031808301,60053
10202170030000,,,17031808301,60053
10211190130000,,,17031808302,60077
10211280280000,,,17031807300,60077
10213010270000,,,17031808302,60053
10222020480000,,,17031807200,60076
10224200160000,,,17031807500,60076
10233250390000,,,17031807600,60076
10241120240000,,,17031809700,60202
10243170620000,,,17031810301,60202
10244230170000,,,17031810302,60202
10253030100000,50,,17031020200,60645
10254160040000,50,,17031020200,60645
10254250501013,50,,17031020200,60645
10271180540000,,,17031807600,60076
10272040470000,,,17031807500,60076
10281130090000,,,17031807700,60077
10282190170000,,,17031807700,60077
10284280470000,,,17031807800,60077
10313130370000,41,,,60631
10301040700000,,,17031808200,60714
10301252400000,,,17031808200,60714
10303150290000,,,17031808100,60714
10312130701010,,,17031808100,60714
10312130701055,,,17031808100,60714
10312130701067,,,17031808100,60714
10313150040000,41,,17031100200,60631
10331010920000,,,17031807800,60077
10332280270000,,,17031807800,60077
10341210180000,,,17031807900,60712
10343270090000,,,17031807900,60712
10353170370000,,,17031808002,60712
10354160060000,,,17031808002,60712
11303230750000,49,,17031010201,60645
11304180401003,49,,17031010201,60626
11321120230000,49,,17031010600,
11321130090000,49,,17031010600,60626
11321140180000,49,,17031010501,60626
11321200411010,49,,17031010600,60626
11323130331003,49,,17031010502,60626
10321160500000,41,,,60646
11323140150000,40,,17031830600,60626
11324010150000,49,,17031010400,60626
12011090500000,41,,17031100400,60631
12012130410000,41,,17031100300,60631
12013220180000,41,,17031100500,60631
12014010260000,41,,17031100300,60631
12022300110000,,,17031810400,60068
12212220640000,,,17031811600,60176
12214020530000,,,17031811500,60131
12214070160000,,,17031811500,60131
10332170490000,,,,60077
12214140330000,,,17031811500,60131
12232070560000,36,,17031170500,60634
12234190400000,36,,17031170600,60634
12241110010000,36,,17031170500,60634
12242210260000,36,,17031170400,60634
12243270340000,36,,17031170700,60634
12244150120000,36,,17031170800,60634
12251190090000,,,17031810800,60707
12252160100000,,,17031810701,60707
12252190320000,,,17031810701,60707
10142210251003,,,,60203
12253220220000,,,17031810702,60707
12253300541002,,,17031810702,60707
12271210290000,,,17031811401,60131
12274000680000,,,17031811200,60131
12042000370000,,,17031770700,60018
12042030290000,,,17031770700,60018
12042060250000,,,17031770700,60018
12094220250000,,,17031770800,60176
12094320280000,,,17031770800,60176
12111210341003,41,,17031760801,60656
10142210251020,,,,60203
12111210341004,41,,17031760801,60656
12111210341007,41,,17031760801,60656
12111210341015,41,,17031760801,60656
12121240180000,41,,17031100500,60656
12123250190000,,,17031770901,60706
12132100050000,,,17031810502,60706
12132100080000,,,17031810502,60706
12134070200000,,,17031810502,60706
12134150340000,,,17031810502,60706
12141150400000,36,,17031760802,60656
12142040360000,,,17031810501,60706
12183000580000,,,,
12211110191007,,,17031811600,60176
12281170320000,,,17031811401,60131
12282040310000,,,17031811401,60131
12283020220000,,,17031811402,60131
12283050200000,,,17031811402,60131
12292000170000,,,17031811701,60131
12293020340000,,,17031811702,60164
12293120170000,,,17031811702,60164
12294001470000,,,17031811702,60164
12294090060000,,,17031811702,
12331130110000,,,17031811301,60164
12362150050000,,,17031810900,60707
12362210330000,,,17031810900,60707
12363130310000,,,17031811000,60707
12363160050000,,,17031811000,60707
12364040170000,,,17031810900,60707
12364090520000,,,17031811000,60707
13011130441001,50,,17031020702,60659
13011280581018,50,,17031020702,60659
13012040381004,50,,17031020802,60659
13012150340000,50,,17031020802,60659
13012170210000,50,,17031020802,60659
13012220090000,50,,17031020802,60659
13021190160000,39,,17031130100,60659
13091000500000,45,,17031110100,60630
13091010340000,45,,17031110100,60630
13092150190000,45,,17031110501,60630
13092200030000,45,,17031110501,60630
13092270050000,45,,17031120400,60630
13024320301022,40,,,60659
13103190120000,39,,17031140400,60630
13103210300000,39,,17031140400,60630
13104020110000,39,,17031140400,60630
13104030250000,39,,17031140400,60630
13114010130000,39,,17031831800,60625
13114020520000,39,,17031831800,60625
13121190220000,40,,17031040300,60625
13122170250000,40,,17031040202,60625
13123050060000,40,,17031040300,60625
13123190180000,40,,17031040300,60625
09113090281147,,,17031806001,60016
13124190170000,47,,17031040201,60625
13131020320000,33,,17031140800,60625
13132030250000,47,,17031040700,60625
13132120210000,47,,17031040700,60625
13133060060000,33,,17031160601,60618
13133070461004,33,,17031160601,60618
13133250381027,33,,17031160602,60618
13142090250000,33,,17031140702,60625
13143190150000,39,,17031160400,60618
